epoch (ms),time (-00:00),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1.56E+12,2019-06-26T11:48:53.842,1817.82,0.081,0.127,-0.269
1.56E+12,2019-06-26T11:48:53.853,1817.831,0.024,0.099,-0.423
1.56E+12,2019-06-26T11:48:53.863,1817.841,-0.01,0.026,-0.541
1.56E+12,2019-06-26T11:48:53.872,1817.85,0.028,0.19,-0.478
1.56E+12,2019-06-26T11:48:53.882,1817.86,0.064,0.131,-0.354
1.56E+12,2019-06-26T11:48:53.892,1817.87,0.008,0.039,-0.477
1.56E+12,2019-06-26T11:48:53.902,1817.88,0.008,0.045,-0.471
1.56E+12,2019-06-26T11:48:53.911,1817.889,0.042,0.233,-0.351
1.56E+12,2019-06-26T11:48:53.921,1817.899,0.048,0.085,-0.166
1.56E+12,2019-06-26T11:48:53.932,1817.91,0.03,0.097,-0.074
1.56E+12,2019-06-26T11:48:53.942,1817.92,0.033,0.114,0.111
1.56E+12,2019-06-26T11:48:53.951,1817.929,0.049,0.173,0.404
1.56E+12,2019-06-26T11:48:53.961,1817.939,0.015,-0.024,0.635
1.56E+12,2019-06-26T11:48:53.971,1817.949,0.04,0.047,0.93
1.56E+12,2019-06-26T11:48:53.980,1817.958,0.123,0.151,1.269
1.56E+12,2019-06-26T11:48:53.990,1817.968,-0.005,0.269,0.662
1.56E+12,2019-06-26T11:48:54.000,1817.978,0.046,0.015,1.218
1.56E+12,2019-06-26T11:48:54.011,1817.989,0.106,-0.118,1.323
1.56E+12,2019-06-26T11:48:54.019,1817.997,-0.058,-0.077,0.195
1.56E+12,2019-06-26T11:48:54.030,1818.008,0.02,-0.103,0.708
1.56E+12,2019-06-26T11:48:54.040,1818.018,0.085,-0.266,1.14
1.56E+12,2019-06-26T11:48:54.050,1818.028,0.113,0,0.924
1.56E+12,2019-06-26T11:48:54.059,1818.037,0.093,0.06,0.62
1.56E+12,2019-06-26T11:48:54.069,1818.047,-0.012,0.076,-0.059
1.56E+12,2019-06-26T11:48:54.080,1818.058,0.025,0.21,-0.252
1.56E+12,2019-06-26T11:48:54.090,1818.068,0.114,0.307,0.183
1.56E+12,2019-06-26T11:48:54.099,1818.077,0.069,0.057,0.044
1.56E+12,2019-06-26T11:48:54.109,1818.087,-0.005,0.018,-0.296
1.56E+12,2019-06-26T11:48:54.119,1818.097,0.079,0.071,-0.231
1.56E+12,2019-06-26T11:48:54.129,1818.107,0.026,0.078,-0.278
1.56E+12,2019-06-26T11:48:54.138,1818.116,0.009,-0.034,-0.078
1.56E+12,2019-06-26T11:48:54.148,1818.126,0.01,0.073,-0.243
1.56E+12,2019-06-26T11:48:54.159,1818.137,0.101,0.154,-0.207
1.56E+12,2019-06-26T11:48:54.169,1818.147,-0.049,0.07,-0.429
1.56E+12,2019-06-26T11:48:54.178,1818.156,0.016,0.016,-0.252
1.56E+12,2019-06-26T11:48:54.188,1818.166,0.05,0.066,-0.166
1.56E+12,2019-06-26T11:48:54.198,1818.176,0.076,0.051,-0.139
1.56E+12,2019-06-26T11:48:54.208,1818.186,0,-0.041,-0.295
1.56E+12,2019-06-26T11:48:54.217,1818.195,0.051,-0.049,-0.137
1.56E+12,2019-06-26T11:48:54.228,1818.206,0.083,0.076,-0.168
1.56E+12,2019-06-26T11:48:54.238,1818.216,0.061,0.043,-0.138
1.56E+12,2019-06-26T11:48:54.248,1818.226,0.039,0.005,-0.318
1.56E+12,2019-06-26T11:48:54.257,1818.235,0.073,0.078,-0.389
1.56E+12,2019-06-26T11:48:54.267,1818.245,0.06,0.131,-0.427
1.56E+12,2019-06-26T11:48:54.277,1818.255,0.019,0.08,-0.583
1.56E+12,2019-06-26T11:48:54.286,1818.264,0.03,0.116,-0.68
1.56E+12,2019-06-26T11:48:54.296,1818.274,0.062,0.204,-0.575
1.56E+12,2019-06-26T11:48:54.307,1818.285,-0.01,0.12,-0.676
1.56E+12,2019-06-26T11:48:54.317,1818.295,0.027,0.08,-0.706
1.56E+12,2019-06-26T11:48:54.327,1818.305,0.031,0.118,-0.669
1.56E+12,2019-06-26T11:48:54.336,1818.314,0.028,0.162,-0.696
1.56E+12,2019-06-26T11:48:54.346,1818.324,-0.003,0.069,-0.824
1.56E+12,2019-06-26T11:48:54.356,1818.334,0.013,0.114,-0.761
1.56E+12,2019-06-26T11:48:54.365,1818.343,0.072,0.235,-0.741
1.56E+12,2019-06-26T11:48:54.375,1818.353,-0.028,0.133,-0.801
1.56E+12,2019-06-26T11:48:54.386,1818.364,-0.019,0.096,-0.87
1.56E+12,2019-06-26T11:48:54.396,1818.374,0.032,0.158,-0.76
1.56E+12,2019-06-26T11:48:54.406,1818.384,0.025,0.218,-0.776
1.56E+12,2019-06-26T11:48:54.415,1818.393,-0.056,0.142,-0.879
1.56E+12,2019-06-26T11:48:54.425,1818.403,0.002,0.124,-0.882
1.56E+12,2019-06-26T11:48:54.434,1818.412,0.037,0.245,-0.811
1.56E+12,2019-06-26T11:48:54.444,1818.422,0.005,0.168,-0.794
1.56E+12,2019-06-26T11:48:54.455,1818.433,-0.063,0.11,-0.947
1.56E+12,2019-06-26T11:48:54.465,1818.443,0.024,0.082,-0.83
1.56E+12,2019-06-26T11:48:54.474,1818.452,-0.023,0.153,-0.583
1.56E+12,2019-06-26T11:48:54.485,1818.463,-0.001,0.007,-0.281
1.56E+12,2019-06-26T11:48:54.494,1818.472,0.012,0.131,0.006
1.56E+12,2019-06-26T11:48:54.504,1818.482,0.115,0.197,-0.183
1.56E+12,2019-06-26T11:48:54.513,1818.491,-0.088,0.185,-0.824
1.56E+12,2019-06-26T11:48:54.523,1818.501,-0.036,-0.006,-0.492
1.56E+12,2019-06-26T11:48:54.534,1818.512,0.014,-0.062,0.641
1.56E+12,2019-06-26T11:48:54.544,1818.522,0.127,-0.148,1.282
1.56E+12,2019-06-26T11:48:54.553,1818.531,-0.086,-0.29,1.237
1.56E+12,2019-06-26T11:48:54.563,1818.541,-0.004,-0.359,1.702
1.56E+12,2019-06-26T11:48:54.573,1818.551,0.002,0.059,1.107
1.56E+12,2019-06-26T11:48:54.583,1818.561,0.094,-0.001,1.211
1.56E+12,2019-06-26T11:48:54.592,1818.57,-0.073,-0.321,0.717
1.56E+12,2019-06-26T11:48:54.603,1818.581,-0.013,-0.511,0.893
1.56E+12,2019-06-26T11:48:54.613,1818.591,0.114,0.039,1.212
1.56E+12,2019-06-26T11:48:54.623,1818.601,0.047,0.108,0.201
1.56E+12,2019-06-26T11:48:54.632,1818.61,-0.158,0.027,-0.533
1.56E+12,2019-06-26T11:48:54.642,1818.62,-0.079,0.088,-0.109
1.56E+12,2019-06-26T11:48:54.652,1818.63,0.064,0.179,0.716
1.56E+12,2019-06-26T11:48:54.663,1818.641,0.051,-0.099,0.398
1.56E+12,2019-06-26T11:48:54.671,1818.649,-0.008,-0.049,0.142
1.56E+12,2019-06-26T11:48:54.682,1818.66,0.014,0.027,-0.112
1.56E+12,2019-06-26T11:48:54.692,1818.67,-0.001,0.029,0.021
1.56E+12,2019-06-26T11:48:54.701,1818.679,0.013,-0.166,0.122
1.56E+12,2019-06-26T11:48:54.711,1818.689,-0.005,0.059,0.146
1.56E+12,2019-06-26T11:48:54.721,1818.699,-0.019,0.017,0.181
1.56E+12,2019-06-26T11:48:54.731,1818.709,-0.118,-0.016,0.092
1.56E+12,2019-06-26T11:48:54.740,1818.718,-0.049,-0.087,0.067
1.56E+12,2019-06-26T11:48:54.750,1818.728,0.014,0.187,0.468
1.56E+12,2019-06-26T11:48:54.761,1818.739,0.021,0.026,0.505
1.56E+12,2019-06-26T11:48:54.771,1818.749,-0.029,0.073,0.319
1.56E+12,2019-06-26T11:48:54.780,1818.758,0.073,-0.019,0.374
1.56E+12,2019-06-26T11:48:54.790,1818.768,0.049,0.163,0.393
1.56E+12,2019-06-26T11:48:54.800,1818.778,0.03,-0.054,0.465
1.56E+12,2019-06-26T11:48:54.811,1818.789,0.059,-0.07,0.718
1.56E+12,2019-06-26T11:48:54.819,1818.797,0.113,0.025,0.787
1.56E+12,2019-06-26T11:48:54.830,1818.808,0.109,0.031,1.1
1.56E+12,2019-06-26T11:48:54.840,1818.818,0.042,-0.125,0.912
1.56E+12,2019-06-26T11:48:54.850,1818.828,0.061,0.127,1.128
1.56E+12,2019-06-26T11:48:54.859,1818.837,0.151,0.145,1.326
1.56E+12,2019-06-26T11:48:54.869,1818.847,0.039,0.197,0.647
1.56E+12,2019-06-26T11:48:54.879,1818.857,0.02,0.075,0.26
1.56E+12,2019-06-26T11:48:54.890,1818.868,0.028,0.182,0.42
1.56E+12,2019-06-26T11:48:54.898,1818.876,0.116,0.02,0.528
1.56E+12,2019-06-26T11:48:54.909,1818.887,0.033,0.104,0.304
1.56E+12,2019-06-26T11:48:54.919,1818.897,0.058,-0.022,0.369
1.56E+12,2019-06-26T11:48:54.929,1818.907,0.05,0.195,0.252
1.56E+12,2019-06-26T11:48:54.938,1818.916,0.037,-0.041,0.261
1.56E+12,2019-06-26T11:48:54.948,1818.926,0.043,-0.002,0.134
1.56E+12,2019-06-26T11:48:54.958,1818.936,0.085,-0.016,0.289
1.56E+12,2019-06-26T11:48:54.969,1818.947,0.04,0.097,0.148
1.56E+12,2019-06-26T11:48:54.978,1818.956,0.027,-0.165,0.031
1.56E+12,2019-06-26T11:48:54.988,1818.966,0.046,0.038,-0.028
1.56E+12,2019-06-26T11:48:54.998,1818.976,0.07,-0.025,0.136
1.56E+12,2019-06-26T11:48:55.007,1818.985,-0.012,-0.026,0.023
1.56E+12,2019-06-26T11:48:55.017,1818.995,-0.005,-0.177,-0.052
1.56E+12,2019-06-26T11:48:55.027,1819.005,0.008,0.111,-0.065
1.56E+12,2019-06-26T11:48:55.038,1819.016,0.046,-0.003,0.006
1.56E+12,2019-06-26T11:48:55.048,1819.026,-0.039,0.024,-0.051
1.56E+12,2019-06-26T11:48:55.057,1819.035,0.057,-0.024,-0.007
1.56E+12,2019-06-26T11:48:55.067,1819.045,0.082,0.168,0.14
1.56E+12,2019-06-26T11:48:55.077,1819.055,0.068,-0.057,0.108
1.56E+12,2019-06-26T11:48:55.086,1819.064,0.028,0.085,0.025
1.56E+12,2019-06-26T11:48:55.096,1819.074,0.087,0.096,0.176
1.56E+12,2019-06-26T11:48:55.106,1819.084,0.086,0.262,0.339
1.56E+12,2019-06-26T11:48:55.117,1819.095,0.054,0.105,0.531
1.56E+12,2019-06-26T11:48:55.127,1819.105,0.108,0.326,0.771
1.56E+12,2019-06-26T11:48:55.136,1819.114,0.079,0.211,0.391
1.56E+12,2019-06-26T11:48:55.146,1819.124,0.019,0.128,0.199
1.56E+12,2019-06-26T11:48:55.155,1819.133,0.108,0.188,0.686
1.56E+12,2019-06-26T11:48:55.165,1819.143,0.062,0.479,0.49
1.56E+12,2019-06-26T11:48:55.175,1819.153,0.106,0.401,0.546
1.56E+12,2019-06-26T11:48:55.186,1819.164,0.076,0.443,0.622
1.56E+12,2019-06-26T11:48:55.194,1819.172,0.071,0.289,0.664
1.56E+12,2019-06-26T11:48:55.205,1819.183,0.117,0.297,0.807
1.56E+12,2019-06-26T11:48:55.215,1819.193,0.114,-0.063,0.533
1.56E+12,2019-06-26T11:48:55.225,1819.203,0.065,-0.075,0.197
1.56E+12,2019-06-26T11:48:55.234,1819.212,0.094,-0.126,0.256
1.56E+12,2019-06-26T11:48:55.244,1819.222,0.11,-0.006,0.28
1.56E+12,2019-06-26T11:48:55.254,1819.232,0.069,-0.179,0.236
1.56E+12,2019-06-26T11:48:55.265,1819.243,0.054,-0.024,0.065
1.56E+12,2019-06-26T11:48:55.273,1819.251,0.097,0.001,0.126
1.56E+12,2019-06-26T11:48:55.284,1819.262,0.045,0.086,-0.031
1.56E+12,2019-06-26T11:48:55.294,1819.272,0.016,-0.008,-0.313
1.56E+12,2019-06-26T11:48:55.304,1819.282,0.058,0.2,-0.38
1.56E+12,2019-06-26T11:48:55.313,1819.291,0.098,0.111,-0.158
1.56E+12,2019-06-26T11:48:55.323,1819.301,0.017,0.078,-0.416
1.56E+12,2019-06-26T11:48:55.333,1819.311,0.032,-0.089,-0.344
1.56E+12,2019-06-26T11:48:55.344,1819.322,0.102,0.189,-0.147
1.56E+12,2019-06-26T11:48:55.353,1819.331,0.071,0.046,-0.419
1.56E+12,2019-06-26T11:48:55.363,1819.341,0.011,0.132,-0.648
1.56E+12,2019-06-26T11:48:55.373,1819.351,0.072,0.105,-0.454
1.56E+12,2019-06-26T11:48:55.383,1819.361,0.121,0.259,-0.407
1.56E+12,2019-06-26T11:48:55.392,1819.37,0.045,0.106,-0.538
1.56E+12,2019-06-26T11:48:55.402,1819.38,0.03,0.091,-0.612
1.56E+12,2019-06-26T11:48:55.413,1819.391,0.09,0.119,-0.544
1.56E+12,2019-06-26T11:48:55.421,1819.399,0.056,0.231,-0.537
1.56E+12,2019-06-26T11:48:55.432,1819.41,-0.007,-0.006,-0.602
1.56E+12,2019-06-26T11:48:55.442,1819.42,0.061,0.119,-0.513
1.56E+12,2019-06-26T11:48:55.452,1819.43,0.09,0.135,-0.55
1.56E+12,2019-06-26T11:48:55.461,1819.439,0.021,0.145,-0.6
1.56E+12,2019-06-26T11:48:55.471,1819.449,0.014,0,-0.691
1.56E+12,2019-06-26T11:48:55.481,1819.459,0.111,0.189,-0.589
1.56E+12,2019-06-26T11:48:55.492,1819.47,0.033,0.128,-0.623
1.56E+12,2019-06-26T11:48:55.500,1819.478,-0.002,0.133,-0.633
1.56E+12,2019-06-26T11:48:55.511,1819.489,0.037,0.049,-0.714
1.56E+12,2019-06-26T11:48:55.521,1819.499,0.107,0.258,-0.634
1.56E+12,2019-06-26T11:48:55.531,1819.509,-0.033,0.1,-0.814
1.56E+12,2019-06-26T11:48:55.540,1819.518,0.007,0.073,-0.793
1.56E+12,2019-06-26T11:48:55.550,1819.528,0.088,0.112,-0.759
1.56E+12,2019-06-26T11:48:55.561,1819.539,0.041,0.214,-0.684
1.56E+12,2019-06-26T11:48:55.571,1819.549,-0.054,0.042,-0.969
1.56E+12,2019-06-26T11:48:55.580,1819.558,0.025,0.125,-0.838
1.56E+12,2019-06-26T11:48:55.590,1819.568,0.065,0.179,-0.788
1.56E+12,2019-06-26T11:48:55.600,1819.578,-0.007,0.149,-0.76
1.56E+12,2019-06-26T11:48:55.610,1819.588,-0.038,0.05,-0.955
1.56E+12,2019-06-26T11:48:55.619,1819.597,0.062,0.176,-0.718
1.56E+12,2019-06-26T11:48:55.629,1819.607,0.034,0.171,-0.802
1.56E+12,2019-06-26T11:48:55.640,1819.618,-0.031,0.129,-0.848
1.56E+12,2019-06-26T11:48:55.650,1819.628,-0.008,0.108,-0.999
1.56E+12,2019-06-26T11:48:55.659,1819.637,0.07,0.206,-0.736
1.56E+12,2019-06-26T11:48:55.669,1819.647,-0.016,0.131,-0.852
1.56E+12,2019-06-26T11:48:55.679,1819.657,-0.021,0.094,-0.831
1.56E+12,2019-06-26T11:48:55.689,1819.667,0.018,0.126,-0.843
1.56E+12,2019-06-26T11:48:55.698,1819.676,0.036,0.23,-0.672
1.56E+12,2019-06-26T11:48:55.708,1819.686,-0.05,0.121,-0.898
1.56E+12,2019-06-26T11:48:55.719,1819.697,0.006,0.162,-0.854
1.56E+12,2019-06-26T11:48:55.728,1819.706,0.008,0.194,-0.89
1.56E+12,2019-06-26T11:48:55.738,1819.716,-0.016,0.233,-0.84
1.56E+12,2019-06-26T11:48:55.748,1819.726,-0.053,0.148,-1.012
1.56E+12,2019-06-26T11:48:55.758,1819.736,-0.003,0.185,-0.783
1.56E+12,2019-06-26T11:48:55.769,1819.747,0.001,0.249,-0.899
1.56E+12,2019-06-26T11:48:55.777,1819.755,-0.013,0.211,-0.929
1.56E+12,2019-06-26T11:48:55.788,1819.766,-0.062,0.152,-0.995
1.56E+12,2019-06-26T11:48:55.798,1819.776,0.058,0.25,-0.798
1.56E+12,2019-06-26T11:48:55.807,1819.785,-0.041,0.235,-0.954
1.56E+12,2019-06-26T11:48:55.817,1819.795,-0.088,0.1,-0.872
1.56E+12,2019-06-26T11:48:55.827,1819.805,0.003,-0.069,0.119
1.56E+12,2019-06-26T11:48:55.837,1819.815,0.135,-0.139,1.538
1.56E+12,2019-06-26T11:48:55.848,1819.826,-0.01,-0.246,2.417
1.56E+12,2019-06-26T11:48:55.856,1819.834,0.122,-0.356,3.705
1.56E+12,2019-06-26T11:48:55.867,1819.845,-0.017,0.023,2.224
1.56E+12,2019-06-26T11:48:55.877,1819.855,-0.058,0.087,1.556
1.56E+12,2019-06-26T11:48:55.886,1819.864,0.191,-0.134,3.644
1.56E+12,2019-06-26T11:48:55.896,1819.874,0.013,-0.622,1.811
1.56E+12,2019-06-26T11:48:55.906,1819.884,0,-0.256,2.11
1.56E+12,2019-06-26T11:48:55.915,1819.893,0.143,-0.445,2.73
1.56E+12,2019-06-26T11:48:55.927,1819.905,0.018,-0.157,1.435
1.56E+12,2019-06-26T11:48:55.936,1819.914,0.16,-0.189,1.442
1.56E+12,2019-06-26T11:48:55.946,1819.924,0.037,0.015,0.96
1.56E+12,2019-06-26T11:48:55.955,1819.933,0.056,-0.261,0.35
1.56E+12,2019-06-26T11:48:55.965,1819.943,0.083,-0.386,0.77
1.56E+12,2019-06-26T11:48:55.975,1819.953,0.168,-0.205,0.955
1.56E+12,2019-06-26T11:48:55.985,1819.963,0.145,-0.229,0.955
1.56E+12,2019-06-26T11:48:55.994,1819.972,0.083,-0.254,0.761
1.56E+12,2019-06-26T11:48:56.004,1819.982,0.028,-0.015,0.449
1.56E+12,2019-06-26T11:48:56.015,1819.993,0.106,0.042,0.464
1.56E+12,2019-06-26T11:48:56.025,1820.003,0.052,-0.015,0.613
1.56E+12,2019-06-26T11:48:56.034,1820.012,0.01,-0.26,0.58
1.56E+12,2019-06-26T11:48:56.044,1820.022,0.056,-0.024,0.665
1.56E+12,2019-06-26T11:48:56.054,1820.032,0.152,-0.079,0.642
1.56E+12,2019-06-26T11:48:56.064,1820.042,0.025,0.021,0.613
1.56E+12,2019-06-26T11:48:56.073,1820.051,0.149,0.03,0.729
1.56E+12,2019-06-26T11:48:56.083,1820.061,0.135,0.271,0.484
1.56E+12,2019-06-26T11:48:56.094,1820.072,0.169,0.035,0.56
1.56E+12,2019-06-26T11:48:56.104,1820.082,0.116,0.049,0.38
1.56E+12,2019-06-26T11:48:56.113,1820.091,0.174,-0.019,0.548
1.56E+12,2019-06-26T11:48:56.123,1820.101,0.124,0.099,0.539
1.56E+12,2019-06-26T11:48:56.133,1820.111,0.118,-0.033,0.421
1.56E+12,2019-06-26T11:48:56.144,1820.122,0.081,0.119,0.262
1.56E+12,2019-06-26T11:48:56.152,1820.13,0.164,0.125,0.348
1.56E+12,2019-06-26T11:48:56.163,1820.141,0.048,0.146,0.183
1.56E+12,2019-06-26T11:48:56.173,1820.151,0.08,-0.016,0.053
1.56E+12,2019-06-26T11:48:56.182,1820.16,0.061,0.131,0.058
1.56E+12,2019-06-26T11:48:56.192,1820.17,0.114,0.064,0.21
1.56E+12,2019-06-26T11:48:56.202,1820.18,-0.004,0.046,0.047
1.56E+12,2019-06-26T11:48:56.212,1820.19,0.067,0.002,0.019
1.56E+12,2019-06-26T11:48:56.221,1820.199,0.056,0.246,0.163
1.56E+12,2019-06-26T11:48:56.231,1820.209,0.12,0.054,0.229
1.56E+12,2019-06-26T11:48:56.242,1820.22,0.037,0.054,0.081
1.56E+12,2019-06-26T11:48:56.252,1820.23,0.069,0.001,0.017
1.56E+12,2019-06-26T11:48:56.261,1820.239,0.081,0.144,0.06
1.56E+12,2019-06-26T11:48:56.271,1820.249,0.047,-0.06,-0.034
1.56E+12,2019-06-26T11:48:56.281,1820.259,0.019,0.098,-0.125
1.56E+12,2019-06-26T11:48:56.291,1820.269,0.071,0.136,-0.065
1.56E+12,2019-06-26T11:48:56.300,1820.278,0.044,0.146,-0.092
1.56E+12,2019-06-26T11:48:56.311,1820.289,-0.003,-0.084,-0.176
1.56E+12,2019-06-26T11:48:56.321,1820.299,0.015,0.094,-0.143
1.56E+12,2019-06-26T11:48:56.331,1820.309,0.044,0.073,-0.127
1.56E+12,2019-06-26T11:48:56.340,1820.318,0.008,0.068,-0.215
1.56E+12,2019-06-26T11:48:56.350,1820.328,-0.001,0.01,-0.329
1.56E+12,2019-06-26T11:48:56.360,1820.338,0.049,0.214,-0.253
1.56E+12,2019-06-26T11:48:56.371,1820.349,0.07,0.046,-0.25
1.56E+12,2019-06-26T11:48:56.379,1820.357,0.032,0.038,-0.373
1.56E+12,2019-06-26T11:48:56.390,1820.368,0.043,0.003,-0.375
1.56E+12,2019-06-26T11:48:56.400,1820.378,0.082,0.181,-0.222
1.56E+12,2019-06-26T11:48:56.410,1820.388,-0.004,0.012,-0.354
1.56E+12,2019-06-26T11:48:56.419,1820.397,0.038,0.115,-0.388
1.56E+12,2019-06-26T11:48:56.429,1820.407,0.041,0.133,-0.315
1.56E+12,2019-06-26T11:48:56.439,1820.417,0.018,0.144,-0.311
1.56E+12,2019-06-26T11:48:56.448,1820.426,0.009,0.01,-0.511
1.56E+12,2019-06-26T11:48:56.458,1820.436,-0.001,0.154,-0.451
1.56E+12,2019-06-26T11:48:56.469,1820.447,0.042,0.151,-0.399
1.56E+12,2019-06-26T11:48:56.479,1820.457,0.029,0.154,-0.441
1.56E+12,2019-06-26T11:48:56.489,1820.467,-0.02,0.096,-0.513
1.56E+12,2019-06-26T11:48:56.498,1820.476,0.026,0.236,-0.324
1.56E+12,2019-06-26T11:48:56.508,1820.486,0.065,0.115,-0.274
1.56E+12,2019-06-26T11:48:56.519,1820.497,-0.016,0.089,-0.228
1.56E+12,2019-06-26T11:48:56.527,1820.505,0.019,0.098,-0.197
1.56E+12,2019-06-26T11:48:56.538,1820.516,0.064,0.226,0.046
1.56E+12,2019-06-26T11:48:56.548,1820.526,0.016,0.034,0.046
1.56E+12,2019-06-26T11:48:56.558,1820.536,0.019,0.105,-0.036
1.56E+12,2019-06-26T11:48:56.568,1820.546,0.03,0.17,-0.301
1.56E+12,2019-06-26T11:48:56.577,1820.555,-0.013,0.219,-0.341
1.56E+12,2019-06-26T11:48:56.587,1820.565,-0.022,-0.012,-0.249
1.56E+12,2019-06-26T11:48:56.598,1820.576,0.016,0.112,-0.039
1.56E+12,2019-06-26T11:48:56.606,1820.584,0.039,0.199,-0.088
1.56E+12,2019-06-26T11:48:56.617,1820.595,-0.01,0.144,-0.345
1.56E+12,2019-06-26T11:48:56.627,1820.605,-0.033,0.023,-0.483
1.56E+12,2019-06-26T11:48:56.636,1820.614,0.023,0.151,-0.186
1.56E+12,2019-06-26T11:48:56.647,1820.625,0.067,0.097,-0.195
1.56E+12,2019-06-26T11:48:56.656,1820.634,-0.023,0.065,-0.343
1.56E+12,2019-06-26T11:48:56.666,1820.644,-0.002,0.003,-0.27
1.56E+12,2019-06-26T11:48:56.675,1820.653,0.064,0.13,0.086
1.56E+12,2019-06-26T11:48:56.686,1820.664,-0.012,0.015,0.034
1.56E+12,2019-06-26T11:48:56.696,1820.674,-0.006,-0.018,0.251
1.56E+12,2019-06-26T11:48:56.706,1820.684,0.031,-0.003,0.161
1.56E+12,2019-06-26T11:48:56.715,1820.693,-0.026,0.19,-0.18
1.56E+12,2019-06-26T11:48:56.725,1820.703,-0.042,-0.038,-0.113
1.56E+12,2019-06-26T11:48:56.735,1820.713,-0.058,-0.021,0.026
1.56E+12,2019-06-26T11:48:56.746,1820.724,0.065,0.116,0.177
1.56E+12,2019-06-26T11:48:56.754,1820.732,0.015,0.09,0.247
1.56E+12,2019-06-26T11:48:56.765,1820.743,-0.019,-0.018,-0.194
1.56E+12,2019-06-26T11:48:56.775,1820.753,-0.057,0.151,-0.497
1.56E+12,2019-06-26T11:48:56.785,1820.763,0.022,0.164,-0.359
1.56E+12,2019-06-26T11:48:56.794,1820.772,-0.001,0.132,-0.229
1.56E+12,2019-06-26T11:48:56.804,1820.782,0.008,0.063,-0.262
1.56E+12,2019-06-26T11:48:56.814,1820.792,-0.006,0.171,-0.322
1.56E+12,2019-06-26T11:48:56.825,1820.803,0.003,0.069,-0.311
1.56E+12,2019-06-26T11:48:56.833,1820.811,-0.021,-0.002,-0.264
1.56E+12,2019-06-26T11:48:56.844,1820.822,-0.015,-0.009,-0.269
1.56E+12,2019-06-26T11:48:56.854,1820.832,0.002,0.148,-0.341
1.56E+12,2019-06-26T11:48:56.864,1820.842,-0.028,0.081,-0.54
1.56E+12,2019-06-26T11:48:56.873,1820.851,-0.065,0.022,-0.629
1.56E+12,2019-06-26T11:48:56.883,1820.861,-0.028,0.088,-0.431
1.56E+12,2019-06-26T11:48:56.894,1820.872,0.028,0.129,-0.346
1.56E+12,2019-06-26T11:48:56.902,1820.88,-0.046,0.021,-0.538
1.56E+12,2019-06-26T11:48:56.913,1820.891,-0.045,0.063,-0.623
1.56E+12,2019-06-26T11:48:56.923,1820.901,-0.011,0.138,-0.427
1.56E+12,2019-06-26T11:48:56.933,1820.911,0.013,0.106,-0.394
1.56E+12,2019-06-26T11:48:56.942,1820.92,-0.028,0.057,-0.424
1.56E+12,2019-06-26T11:48:56.952,1820.93,0.012,0.112,-0.407
1.56E+12,2019-06-26T11:48:56.962,1820.94,-0.028,0.126,-0.284
1.56E+12,2019-06-26T11:48:56.973,1820.951,-0.022,0.006,-0.343
1.56E+12,2019-06-26T11:48:56.981,1820.959,-0.042,0.063,-0.271
1.56E+12,2019-06-26T11:48:56.992,1820.97,-0.007,0.161,-0.125
1.56E+12,2019-06-26T11:48:57.002,1820.98,-0.051,0.083,0.023
1.56E+12,2019-06-26T11:48:57.012,1820.99,-0.043,-0.063,0.266
1.56E+12,2019-06-26T11:48:57.021,1820.999,-0.032,0.015,0.753
1.56E+12,2019-06-26T11:48:57.031,1821.009,0.014,0.073,1.21
1.56E+12,2019-06-26T11:48:57.041,1821.019,-0.052,0.032,1.636
1.56E+12,2019-06-26T11:48:57.052,1821.03,-0.015,0.091,1.755
1.56E+12,2019-06-26T11:48:57.061,1821.039,0.04,0.413,0.979
1.56E+12,2019-06-26T11:48:57.071,1821.049,-0.101,-0.167,0.261
1.56E+12,2019-06-26T11:48:57.081,1821.059,-0.032,-0.221,0.971
1.56E+12,2019-06-26T11:48:57.091,1821.069,0.04,-0.012,1.258
1.56E+12,2019-06-26T11:48:57.100,1821.078,-0.009,0.316,1.542
1.56E+12,2019-06-26T11:48:57.110,1821.088,0.051,0.135,1.163
1.56E+12,2019-06-26T11:48:57.121,1821.099,-0.103,0.045,0.288
1.56E+12,2019-06-26T11:48:57.129,1821.107,-0.037,0.263,0.115
1.56E+12,2019-06-26T11:48:57.140,1821.118,-0.001,0.15,0.645
1.56E+12,2019-06-26T11:48:57.150,1821.128,0.029,0.052,0.613
1.56E+12,2019-06-26T11:48:57.160,1821.138,-0.006,0.201,0.711
1.56E+12,2019-06-26T11:48:57.169,1821.147,0.07,0.274,0.835
1.56E+12,2019-06-26T11:48:57.179,1821.157,-0.006,0.269,0.696
1.56E+12,2019-06-26T11:48:57.189,1821.167,0.024,0.084,0.702
1.56E+12,2019-06-26T11:48:57.200,1821.178,0.071,0.2,0.938
1.56E+12,2019-06-26T11:48:57.210,1821.188,0.012,0.163,0.662
1.56E+12,2019-06-26T11:48:57.219,1821.197,-0.076,0.138,0.381
1.56E+12,2019-06-26T11:48:57.229,1821.207,0.068,0.067,0.578
1.56E+12,2019-06-26T11:48:57.239,1821.217,0.058,0.217,0.676
1.56E+12,2019-06-26T11:48:57.248,1821.226,0.044,0.069,0.49
1.56E+12,2019-06-26T11:48:57.258,1821.236,-0.004,0.036,0.412
1.56E+12,2019-06-26T11:48:57.269,1821.247,0.093,0.013,0.308
